id,machine_type,facility_zone,shift,sensor_model,maintenance_strategy,load_pct,rpm,power_kw,voltage_v,power_factor,vibration_mm_s,oil_pressure_bar,coolant_temp_c,bearing_temp_c,operating_hours,days_since_maintenance,anomaly_count_7d,sensor_uptime_pct,machine_state
186,compressor,packaging,evening,S4,reactive,74.41,2838.5,99.55,405.51,0.9218,2.433,6.142,81.91,90.93,1236.6,52.5,0,99.448,1
187,mixer,cold_storage,day,S2,predictive,93.53,1783.2,165.52,406.24,0.8748,3.727,4.95,101.38,110.29,23925.8,28.73,2,99.198,3
188,compressor,assembly,evening,S2,preventive,76.82,3513.2,140.81,412.68,0.9934,2.09,5.965,83.06,92.2,6419.6,82.81,1,97.99,1
189,mixer,assembly,evening,S2,preventive,77.37,1482.3,113.67,411.7,0.906,2.386,4.681,84.73,95.0,24542.0,24.32,1,98.439,1
190,pump,packaging,evening,S1,predictive,46.0,1878.2,39.3,406.69,0.9342,2.706,5.117,78.3,94.78,21942.2,51.07,0,97.134,1
191,mixer,packaging,evening,S1,preventive,59.08,1365.3,79.67,403.13,0.9313,1.93,5.424,81.13,85.86,7222.0,50.59,0,99.331,1
192,compressor,cold_storage,night,S2,preventive,61.97,2843.7,84.13,384.76,0.9547,3.985,4.615,75.38,98.63,13776.0,29.38,1,98.957,1
193,pump,utilities,evening,S2,reactive,67.24,1833.4,40.41,402.72,0.9172,4.189,5.202,83.05,98.34,49413.5,86.71,0,100.0,3
194,mixer,processing,day,S2,preventive,94.37,1741.8,164.59,395.66,0.9046,3.26,5.549,101.42,106.31,8315.1,21.75,0,98.502,1
195,mixer,utilities,day,S3,predictive,93.24,1869.9,169.61,384.73,0.9222,2.438,5.541,91.25,98.06,5745.0,29.19,0,98.92,1
196,pump,cold_storage,night,S1,preventive,69.1,1931.4,53.44,390.23,0.8432,1.956,5.454,77.39,92.35,11010.5,31.15,0,98.234,1
197,turbine,assembly,night,S3,preventive,82.0,5126.7,250.91,395.54,0.9106,2.82,6.032,87.98,95.69,12836.8,17.42,0,99.12,1
198,compressor,utilities,day,S1,preventive,84.34,3452.4,145.7,411.46,0.9348,3.497,5.67,94.04,110.17,9899.6,40.22,2,97.389,3
199,mixer,packaging,day,S2,reactive,87.85,1687.5,128.64,409.17,0.9081,3.158,5.275,87.55,97.74,10150.2,68.24,2,98.539,2
200,mixer,cold_storage,day,S1,preventive,52.95,1308.9,67.2,398.09,0.9393,2.076,5.091,80.84,93.07,6709.9,48.56,0,99.675,2
201,conveyor,packaging,night,S2,preventive,23.39,824.8,24.23,416.61,0.9303,2.348,4.339,58.94,63.81,25713.0,39.44,1,99.136,1
202,mixer,assembly,day,S2,preventive,51.63,997.7,59.26,425.69,0.8823,3.11,4.964,80.01,83.54,25147.8,38.86,0,98.531,1
203,conveyor,processing,night,S4,preventive,62.42,975.6,56.13,394.63,0.9392,,4.823,78.98,89.26,4774.5,40.74,0,99.567,1
204,turbine,cold_storage,day,S2,reactive,72.06,5084.0,266.57,384.27,0.9232,3.409,5.724,81.32,94.89,34072.7,125.18,0,99.3,2
205,pump,utilities,day,S2,predictive,44.23,1958.3,33.84,395.66,0.9027,2.11,5.069,68.03,77.72,11142.5,38.39,1,98.051,1
206,turbine,processing,day,S3,predictive,78.69,5537.4,250.55,397.53,0.9252,1.928,6.527,92.2,98.72,1991.5,10.85,0,98.812,1
207,pump,packaging,day,S3,reactive,54.58,1857.8,45.87,398.49,0.9083,3.781,4.916,81.27,88.16,9137.4,111.9,0,99.096,2
208,conveyor,assembly,day,S1,predictive,70.66,1040.4,56.77,392.48,0.9571,1.959,5.369,84.92,89.14,14775.2,35.88,0,99.0,1
209,turbine,assembly,day,S2,predictive,82.11,5149.6,268.0,392.3,0.9088,2.767,6.372,91.77,103.68,28524.4,18.43,1,98.414,2
210,compressor,cold_storage,day,S3,preventive,64.49,3088.7,102.79,389.65,0.8991,3.344,5.276,79.12,91.52,24477.2,69.51,2,98.951,2
211,compressor,processing,day,S3,predictive,68.77,3069.1,96.93,395.54,0.9569,2.322,4.902,79.77,81.91,18858.2,28.54,0,98.633,2
212,turbine,utilities,night,S3,predictive,73.32,4634.6,209.37,404.6,0.8663,2.697,5.536,88.95,97.72,8156.3,61.32,0,99.553,2
213,compressor,packaging,day,S3,reactive,61.35,2766.7,89.71,391.62,0.8772,3.131,5.208,94.18,99.9,11549.8,157.31,2,97.815,3
214,turbine,assembly,day,S2,predictive,60.86,4789.3,194.73,403.94,0.8755,2.395,6.416,69.33,78.4,12096.6,32.01,0,98.901,1
215,pump,cold_storage,evening,S2,reactive,49.26,2090.4,41.31,388.06,0.9264,2.191,5.172,70.21,76.54,28728.2,5.47,0,100.0,1
216,pump,cold_storage,evening,S3,predictive,82.01,2247.0,72.13,493.01,0.9326,2.589,5.603,85.94,91.38,5609.6,20.11,1,98.462,2
217,turbine,processing,evening,S3,preventive,88.91,5512.3,285.6,406.76,0.9336,2.673,5.715,93.95,99.16,5175.2,84.79,0,98.736,1
218,turbine,packaging,day,S3,preventive,50.26,4261.7,152.69,401.35,0.8624,2.85,6.959,77.64,88.42,10105.6,115.94,3,99.592,1
219,conveyor,packaging,night,S3,preventive,50.81,919.2,38.69,415.21,0.8984,1.715,5.076,75.72,86.99,12807.5,18.63,1,99.135,1
220,turbine,cold_storage,day,S1,predictive,68.99,4660.8,200.26,403.91,0.9188,2.724,5.998,94.35,102.75,13431.5,80.57,1,97.761,3
221,mixer,utilities,day,S2,reactive,63.09,1617.6,108.08,408.67,0.9266,2.206,5.573,90.27,92.03,16872.2,13.85,1,99.26,1
222,mixer,assembly,day,S2,preventive,92.33,1780.4,148.56,388.26,0.9563,2.616,5.592,93.27,102.12,31242.9,42.26,0,99.216,1
223,mixer,assembly,day,S1,preventive,80.18,1603.8,129.27,404.37,0.9285,3.046,5.165,94.16,97.99,6526.1,112.71,2,97.137,3
224,compressor,assembly,evening,S1,preventive,61.66,2506.5,91.01,404.39,0.8628,2.066,5.766,76.52,85.55,10646.1,36.55,0,98.171,1
225,conveyor,utilities,evening,S4,preventive,55.28,944.7,45.96,401.78,0.924,1.702,5.869,80.98,91.79,11206.6,54.03,2,98.787,1
226,compressor,packaging,day,S3,reactive,81.6,3331.8,141.49,402.54,0.9056,3.634,5.787,86.83,100.15,4624.6,113.66,0,98.739,2
227,compressor,processing,day,S3,predictive,78.64,3133.1,114.81,394.41,0.9421,3.017,5.763,93.36,102.33,6273.6,42.06,2,100.0,1
228,conveyor,packaging,evening,S2,preventive,65.79,917.6,51.15,403.04,0.9371,3.547,4.092,84.26,95.51,21633.6,59.07,1,97.961,2
229,pump,utilities,day,S4,preventive,75.95,2250.9,57.66,411.07,0.9172,3.541,4.843,85.68,96.09,36921.5,71.05,0,99.746,2
230,compressor,utilities,day,S3,predictive,86.62,3162.0,134.17,401.31,0.9193,2.374,6.289,92.3,98.42,12178.9,33.54,0,99.541,1
231,turbine,utilities,evening,S2,preventive,65.47,4264.4,180.25,393.41,0.9337,1.73,6.438,83.38,90.66,16249.3,20.94,1,99.185,1
232,mixer,cold_storage,day,S3,preventive,59.25,1385.2,86.39,389.61,0.9456,3.522,5.13,73.87,91.31,29771.0,101.84,0,99.318,1
233,conveyor,utilities,evening,S3,reactive,56.01,851.8,43.57,405.65,0.9418,2.711,4.505,80.29,94.97,8266.2,117.61,0,99.543,1
234,pump,packaging,day,S3,preventive,52.45,1965.2,43.32,393.61,0.9242,1.964,6.035,78.67,85.23,12776.7,11.38,1,99.588,1
235,turbine,utilities,day,S3,reactive,93.22,5856.2,316.57,385.48,0.8451,3.475,6.177,93.13,103.1,5396.0,90.88,2,97.817,1
236,conveyor,cold_storage,day,S3,preventive,67.25,957.7,57.89,393.74,0.8162,2.674,5.164,88.03,100.08,20384.4,11.02,1,100.0,1
237,compressor,utilities,evening,S1,reactive,77.3,3099.1,117.56,384.2,0.9049,1.817,5.945,92.86,104.78,11546.6,16.41,0,98.559,1
238,compressor,utilities,day,S2,reactive,93.13,3423.0,152.46,400.51,0.8819,4.707,5.521,90.84,108.21,9117.6,147.83,0,98.574,3
239,conveyor,assembly,evening,S2,preventive,78.47,1175.7,79.48,407.04,0.9726,3.15,4.534,93.03,103.45,18277.9,50.89,0,99.284,1
240,compressor,assembly,night,S2,predictive,70.12,3162.2,110.4,395.41,0.9301,2.88,5.925,89.04,98.29,40094.6,30.4,2,98.999,2
241,compressor,processing,evening,S1,preventive,71.37,3066.7,110.14,383.01,0.9134,2.397,6.057,92.38,102.82,8686.8,58.36,0,98.513,1
242,conveyor,cold_storage,night,S4,reactive,75.8,1012.0,67.29,408.11,0.8516,2.984,4.337,85.26,98.99,17483.4,48.45,1,98.381,2
243,pump,utilities,evening,S2,reactive,60.56,2308.1,57.46,386.34,0.8912,3.18,5.039,81.27,96.67,14818.3,141.71,1,97.112,1
244,compressor,processing,evening,S2,predictive,65.62,3048.1,93.37,403.62,0.8751,2.066,6.185,73.53,79.94,17130.6,47.23,0,99.539,1
245,pump,packaging,evening,S2,preventive,55.59,2071.2,44.16,401.32,0.932,2.481,4.694,79.0,84.58,9378.4,11.54,3,96.015,1
246,pump,utilities,evening,S3,preventive,64.54,1927.6,42.69,407.83,0.9174,3.631,4.976,89.87,105.4,46058.1,95.33,2,98.267,3
247,compressor,cold_storage,evening,S2,predictive,66.26,2945.7,97.97,398.64,0.8953,2.176,5.647,73.94,84.61,6858.9,91.63,0,99.219,1
248,compressor,processing,day,S4,reactive,81.86,2948.1,121.29,407.94,0.9446,2.959,11.567,89.07,98.29,10832.7,48.04,1,98.443,1
249,pump,packaging,day,S3,predictive,35.84,1899.6,30.59,403.54,0.9343,2.373,5.178,68.55,77.96,12303.0,72.72,0,98.95,1
250,pump,assembly,night,S2,preventive,68.47,2367.8,63.7,402.52,0.926,2.561,5.312,82.6,95.51,21060.6,73.29,0,98.854,1
251,compressor,processing,night,S1,preventive,88.12,3750.8,141.92,405.19,0.9194,1.986,5.326,93.79,101.3,2639.2,24.7,0,98.637,2
252,pump,processing,day,S2,predictive,54.27,1741.5,36.94,396.22,0.9669,2.618,6.043,84.23,92.37,7782.2,90.24,1,99.632,1
253,conveyor,packaging,day,S2,predictive,37.56,881.1,29.92,403.29,0.9223,2.896,5.061,71.84,82.23,27610.7,30.32,3,99.831,2
254,mixer,packaging,evening,S2,predictive,73.35,1911.0,146.81,405.5,0.9247,1.942,5.873,92.67,99.81,9681.6,34.67,0,99.398,2
255,compressor,packaging,day,S3,preventive,60.84,3053.2,88.96,406.68,0.8849,3.082,5.509,87.12,96.69,38822.9,43.77,0,99.356,2
256,pump,packaging,night,S3,preventive,74.52,2200.3,62.0,396.51,0.9426,2.043,6.004,83.76,96.55,5379.7,30.63,0,99.0,1
257,pump,processing,evening,S1,predictive,77.21,2364.6,66.61,398.83,0.9203,2.099,5.57,86.79,97.45,25408.4,20.86,0,98.876,1
258,mixer,assembly,night,S2,predictive,46.15,959.9,42.68,404.04,0.897,3.111,4.085,81.67,90.29,22267.4,38.57,2,96.541,2
259,compressor,cold_storage,day,S2,predictive,83.45,3229.0,119.92,383.1,0.9519,3.017,5.077,80.01,87.33,27572.3,64.19,0,98.39,2
260,conveyor,assembly,evening,S3,preventive,72.74,1115.7,64.5,396.29,0.8958,4.526,3.961,90.11,97.52,19146.1,112.83,2,97.978,3
261,turbine,assembly,evening,S2,preventive,57.69,4740.4,197.74,403.86,0.9314,2.799,6.147,82.46,86.26,18486.0,95.06,0,98.123,1
262,conveyor,assembly,day,S2,reactive,61.87,913.6,49.17,419.67,0.8746,3.378,4.977,85.97,90.43,8020.7,116.41,1,99.834,2
263,compressor,cold_storage,night,S2,preventive,77.41,2860.9,123.61,408.12,0.9469,2.34,5.711,82.09,81.53,28127.0,14.91,0,98.959,2
264,pump,assembly,evening,S2,preventive,62.56,2064.5,52.57,405.78,0.931,2.231,4.979,77.26,92.19,14691.6,48.21,0,98.976,1
265,pump,assembly,night,S1,predictive,72.91,2248.1,59.74,407.88,0.9336,2.083,5.12,79.82,87.12,4861.4,72.67,0,98.285,1
266,pump,packaging,day,S3,predictive,48.34,1974.1,40.4,393.86,0.9149,,4.372,80.45,93.56,25035.2,29.64,0,98.375,1
267,mixer,packaging,evening,S1,predictive,55.38,1371.7,85.94,400.7,0.8652,2.06,5.03,77.51,88.42,21715.3,15.24,1,97.764,1
268,turbine,packaging,evening,S4,predictive,72.15,5543.8,259.07,394.94,0.8759,3.058,6.232,80.28,86.3,34350.2,10.63,1,99.207,1
269,compressor,packaging,night,S2,reactive,65.16,2869.1,87.12,414.44,0.9136,2.029,5.779,85.33,94.37,15457.6,40.34,0,98.506,1
270,conveyor,utilities,evening,S2,preventive,54.34,940.1,44.99,407.92,0.9382,1.778,5.067,81.42,88.99,16464.4,14.33,0,98.239,1
271,compressor,assembly,evening,S1,preventive,56.1,2819.3,95.68,403.63,0.9144,2.198,4.657,78.68,91.34,16118.9,46.51,1,98.943,1
272,conveyor,utilities,evening,S2,preventive,57.63,949.6,40.7,400.26,0.9117,2.338,4.991,79.21,88.28,24831.4,12.88,1,99.157,2
273,pump,processing,evening,S3,preventive,77.05,2428.0,57.83,394.09,0.9181,2.368,4.735,77.95,85.26,9776.5,18.83,1,99.952,1
274,turbine,utilities,night,S2,preventive,53.86,4621.3,158.98,415.79,0.8774,2.617,5.688,78.56,86.73,11945.8,69.27,0,100.0,1
275,pump,packaging,night,S1,preventive,90.18,2460.1,75.65,402.23,0.8879,3.089,5.465,85.66,95.3,10450.9,41.65,0,99.069,2
276,conveyor,packaging,evening,S1,predictive,57.09,936.6,44.22,400.15,0.9215,2.276,4.657,66.84,78.22,22130.5,7.66,0,97.462,1
277,compressor,assembly,day,S2,preventive,63.22,2748.3,90.72,394.66,0.9478,1.364,5.334,83.44,87.91,4857.0,34.15,0,99.068,1
278,compressor,processing,day,S1,preventive,64.14,2899.6,97.4,407.89,0.8827,1.348,5.69,72.14,81.8,8388.8,6.79,0,99.206,1
279,conveyor,utilities,night,S3,predictive,50.03,822.9,39.02,408.4,0.8862,2.296,4.647,74.76,78.23,8870.7,38.72,0,98.947,1
280,pump,processing,day,S4,preventive,51.68,2194.5,45.07,393.41,0.934,3.22,5.391,79.06,93.27,14248.2,58.52,0,98.38,1
281,conveyor,processing,evening,S2,reactive,63.42,999.7,52.65,406.89,0.8802,4.144,4.409,86.27,100.3,28664.4,81.65,1,98.899,2
282,conveyor,packaging,evening,S2,preventive,72.52,1054.3,53.12,407.22,0.9401,2.012,4.531,82.97,94.49,4655.8,49.34,0,98.041,2
283,mixer,processing,evening,S3,preventive,93.18,1629.1,140.02,393.07,0.8822,4.144,5.304,107.12,117.56,32206.3,70.74,1,99.235,2
284,mixer,utilities,day,S3,preventive,82.68,1640.0,127.53,404.7,,2.85,5.36,84.93,101.01,20348.9,39.49,0,98.693,2
285,conveyor,assembly,day,S3,reactive,63.17,1016.5,59.79,394.2,0.8661,3.189,4.752,79.17,90.28,4534.5,101.59,0,99.297,1
286,pump,processing,night,S2,preventive,61.88,2071.7,51.59,387.13,0.9052,2.226,5.058,83.2,87.96,15855.7,60.63,1,99.783,1
287,mixer,processing,evening,S1,reactive,85.98,1599.4,126.79,404.59,0.9297,2.323,5.18,96.57,100.25,7428.0,40.48,0,98.355,1
288,conveyor,processing,day,S2,reactive,52.24,870.7,38.83,407.75,0.8782,1.836,5.197,78.61,88.16,18385.7,6.46,0,99.027,1
289,turbine,processing,day,S3,predictive,85.43,5239.7,282.93,401.55,0.9104,2.863,6.171,86.18,98.31,21520.8,17.39,0,99.306,1
290,pump,packaging,evening,S2,predictive,69.55,1928.1,42.96,393.84,0.8962,2.557,5.73,83.86,92.84,11154.7,10.08,1,98.254,1
291,pump,assembly,night,S1,reactive,69.61,2064.4,48.46,392.47,0.8884,2.071,5.292,80.71,94.14,11167.3,52.34,0,,1
292,compressor,packaging,evening,S4,preventive,73.84,2875.5,96.99,399.4,0.9178,1.871,6.728,84.26,92.27,11674.0,10.1,0,99.577,1
293,compressor,packaging,evening,S1,predictive,66.2,2851.2,79.68,402.61,0.9488,2.146,6.125,86.43,96.42,18002.0,4.55,1,98.98,1
294,turbine,assembly,evening,S3,predictive,64.48,5111.7,231.37,365.08,0.8961,2.59,6.11,77.78,89.84,12613.1,96.0,2,99.885,2
295,pump,cold_storage,evening,S4,preventive,54.88,2162.5,48.07,400.44,0.9147,1.947,5.268,70.85,81.07,11042.6,30.24,0,98.518,1
296,conveyor,processing,evening,S2,predictive,60.89,949.3,50.17,389.57,0.9764,1.237,4.492,78.24,86.34,3470.7,34.09,1,98.29,1
297,compressor,assembly,day,S2,reactive,61.87,3113.5,106.03,401.63,0.8606,4.404,5.358,87.81,99.3,7302.8,123.27,3,98.874,3
298,compressor,assembly,night,S1,reactive,66.04,2826.6,81.47,409.34,0.9205,2.768,5.557,82.97,87.71,17979.1,61.42,1,97.963,1
299,conveyor,packaging,day,S1,preventive,26.94,641.7,18.91,398.16,0.9098,2.028,4.842,65.2,76.5,13246.6,30.67,0,99.322,1
300,mixer,packaging,night,S2,reactive,52.03,1228.8,63.74,402.86,0.8935,2.224,5.393,76.96,81.98,8086.7,36.24,1,98.841,1
301,turbine,packaging,day,S1,preventive,61.6,4546.0,191.23,423.79,0.8711,,6.123,80.12,88.07,9330.5,83.79,0,98.414,1
302,compressor,assembly,evening,S3,reactive,77.41,3137.5,114.58,395.23,0.8995,3.266,5.858,88.31,100.72,3478.9,117.47,1,98.866,2
303,pump,processing,day,S3,preventive,73.08,2346.6,63.44,408.94,0.9158,2.866,5.053,93.32,109.44,14341.4,75.72,0,99.001,3
304,compressor,packaging,day,S2,predictive,68.98,3331.5,107.13,401.4,0.8797,2.198,6.045,94.81,100.65,4605.7,33.92,2,99.038,1
305,conveyor,packaging,evening,S1,reactive,74.26,1031.2,67.5,403.27,0.9615,2.48,5.135,82.27,94.09,19252.3,41.07,0,99.227,1
306,turbine,processing,night,S1,predictive,88.05,5598.5,273.97,410.46,0.9447,2.904,5.909,90.59,107.0,4287.7,23.58,0,98.142,1
307,compressor,processing,night,S2,preventive,53.3,2643.9,68.88,397.08,0.9419,2.52,6.15,90.14,90.96,15284.2,77.41,3,98.269,2
308,pump,processing,day,S3,predictive,56.26,2040.6,40.71,393.54,0.9193,2.6,5.499,79.9,86.45,39098.4,33.87,0,99.96,1
309,conveyor,processing,evening,S3,preventive,74.79,1030.9,65.85,379.62,0.9129,3.801,4.385,92.41,105.18,62226.0,69.31,0,98.807,2
310,conveyor,processing,evening,S2,predictive,73.48,1103.7,75.25,382.87,0.9415,3.249,4.737,90.65,,18481.1,20.03,0,98.832,3
311,compressor,packaging,evening,S3,predictive,59.87,2630.8,76.52,409.86,0.9143,1.492,6.258,85.48,88.25,13258.1,45.38,0,98.44,1
312,mixer,assembly,evening,S2,preventive,67.66,1474.8,93.82,381.32,0.9248,2.653,6.058,81.48,96.0,6258.0,23.14,0,98.848,1
313,conveyor,packaging,day,S4,predictive,60.17,1004.3,49.76,415.94,0.9458,1.919,5.263,80.57,86.19,10055.9,3.73,0,99.778,1
314,compressor,cold_storage,night,S1,preventive,63.73,2862.4,107.96,411.21,0.9171,2.63,5.87,80.22,89.75,32070.8,67.44,0,99.437,1
315,conveyor,processing,night,S1,reactive,68.18,1055.5,60.56,399.83,0.9063,3.215,4.753,92.8,102.62,15967.3,85.88,0,99.073,3
316,compressor,packaging,evening,S1,preventive,53.95,2599.0,69.74,393.41,0.8976,2.002,5.604,79.64,88.15,7287.8,44.79,0,98.554,1
317,mixer,packaging,evening,S1,predictive,58.78,1399.9,86.4,408.12,0.9237,2.231,5.383,81.4,85.13,22423.2,9.95,0,98.852,1
318,compressor,packaging,day,S2,reactive,52.79,2551.8,65.63,410.68,0.9208,2.463,5.923,71.91,77.68,33734.9,43.54,1,98.625,1
319,conveyor,processing,day,S4,preventive,66.39,1006.5,54.43,390.63,0.9132,2.681,4.914,84.67,98.7,45542.2,40.92,1,100.0,1
320,compressor,utilities,evening,S1,predictive,82.98,3436.8,124.37,394.84,0.9011,2.78,6.261,79.2,92.62,9436.0,65.07,0,99.194,1
321,mixer,packaging,day,S3,preventive,64.4,1354.4,89.3,410.75,0.9375,2.269,5.202,77.13,85.93,4746.5,44.8,0,98.791,1
322,pump,cold_storage,evening,S4,predictive,81.17,2178.5,65.77,394.16,0.9053,2.97,5.147,95.04,109.28,26598.2,50.43,1,98.684,2
323,compressor,processing,day,S1,preventive,95.6,3630.8,168.93,402.49,0.9042,3.201,5.29,97.2,108.98,21465.3,58.89,0,98.115,1
324,conveyor,utilities,evening,S2,preventive,49.53,1008.3,38.23,403.52,0.9111,3.016,5.002,83.91,95.61,10173.0,58.28,1,99.001,2
325,pump,assembly,day,S1,preventive,70.13,1920.8,49.57,389.59,0.8722,2.835,5.119,84.71,90.12,9327.2,109.58,1,98.061,3
326,pump,cold_storage,night,S4,reactive,63.93,2030.4,46.2,388.17,0.945,1.53,5.537,87.3,89.73,11814.1,61.7,0,98.461,1
327,compressor,assembly,night,S2,preventive,60.32,2498.1,86.26,409.58,0.9407,1.315,5.615,76.0,83.79,10039.4,2.09,0,99.735,1
328,pump,packaging,day,S4,preventive,66.51,2486.5,58.9,402.58,0.885,3.003,,85.18,94.29,29051.8,99.8,1,97.989,1
329,conveyor,packaging,night,S3,reactive,37.23,957.3,38.53,399.4,0.9037,3.05,4.904,70.17,80.29,9793.7,155.48,0,99.098,1
330,mixer,packaging,night,S2,predictive,80.29,1468.3,108.44,392.13,0.9095,1.873,4.625,99.83,110.78,20754.8,26.37,0,99.71,1
331,compressor,processing,evening,S3,preventive,87.23,3315.7,124.3,386.19,0.903,2.288,5.941,87.55,97.09,8734.3,20.45,2,98.416,1
332,pump,cold_storage,day,S2,reactive,87.81,2190.5,67.6,379.86,0.8972,3.92,5.43,92.6,99.66,32658.4,121.14,1,97.402,3
333,pump,assembly,night,S2,preventive,27.96,1637.1,25.77,399.79,0.9486,2.469,5.148,72.71,83.88,24236.0,24.7,1,99.702,1
334,compressor,processing,day,S2,predictive,76.45,3174.0,112.49,389.46,0.8968,2.159,6.277,90.96,97.99,10993.2,16.27,0,99.136,1
335,pump,utilities,evening,S3,predictive,71.57,2170.7,56.92,408.78,0.953,3.042,5.242,93.29,,6777.8,32.03,2,99.358,2
336,compressor,cold_storage,night,S2,reactive,80.26,3061.1,117.34,409.12,0.8857,2.802,5.989,84.09,96.38,14302.8,26.62,0,98.421,1
337,compressor,utilities,day,S2,preventive,80.23,2988.2,125.68,398.2,0.9604,2.811,5.817,91.48,100.69,28408.8,38.06,0,99.247,2
338,compressor,packaging,day,S3,preventive,57.37,2542.3,73.28,395.97,0.9249,1.768,6.599,70.9,83.76,17136.1,5.93,0,100.0,1
339,pump,packaging,day,S1,preventive,69.96,2247.6,57.89,407.47,0.9319,1.987,4.921,87.31,90.81,8944.2,51.01,2,99.372,1
340,compressor,utilities,evening,S2,predictive,71.14,3255.5,119.47,399.31,0.9345,2.027,6.206,74.1,86.16,21182.1,13.04,0,99.32,1
341,mixer,utilities,evening,S3,predictive,75.24,1598.4,120.82,391.86,0.9199,2.906,5.281,87.71,94.58,6600.3,78.71,0,99.11,2
342,mixer,utilities,day,S3,predictive,58.11,1366.7,71.71,391.62,0.9212,2.539,4.495,79.83,91.61,16702.7,30.75,1,99.487,1
343,conveyor,assembly,day,S1,reactive,74.25,1052.8,66.32,392.72,0.8746,3.509,4.926,89.45,101.56,32836.6,87.65,0,98.43,2
344,mixer,packaging,night,S4,preventive,47.7,1211.8,70.53,396.19,0.8838,3.09,5.215,78.49,90.56,34928.6,40.01,0,99.44,1
345,conveyor,processing,evening,S3,reactive,57.35,890.1,40.1,409.88,0.9535,2.082,4.872,80.83,86.15,9366.5,72.74,3,99.94,1
346,conveyor,processing,day,S1,predictive,76.81,1078.2,62.27,399.71,0.9383,1.337,5.47,93.02,100.24,12854.1,33.38,0,98.973,1
347,compressor,utilities,day,S3,preventive,47.26,2160.7,53.62,404.72,0.8895,2.448,6.074,73.08,78.67,12148.2,40.05,0,99.395,1
348,compressor,assembly,evening,S2,predictive,69.55,2553.5,85.56,403.71,0.9419,2.308,6.148,77.33,85.46,12789.5,40.69,0,98.883,2
349,turbine,packaging,day,S3,preventive,68.33,5116.1,225.06,385.59,0.8065,2.414,6.161,78.71,89.35,16584.2,67.21,0,98.726,1
350,turbine,assembly,day,S1,reactive,63.9,5112.8,203.63,423.31,0.9563,2.196,5.969,81.16,88.62,27458.2,38.99,0,99.382,1
351,pump,processing,day,S3,reactive,69.54,1897.9,54.56,395.77,0.9046,4.073,4.35,92.27,104.86,21749.5,162.82,1,98.708,3
352,turbine,assembly,evening,S2,reactive,80.53,5596.8,244.92,401.59,0.8883,2.148,6.34,89.84,106.72,7666.2,37.28,1,97.883,1
353,pump,assembly,day,S2,predictive,70.14,2407.7,65.35,414.9,0.932,2.116,5.635,84.08,91.41,15084.0,42.26,0,98.294,1
354,pump,packaging,evening,S3,reactive,79.89,2225.3,66.91,415.26,0.9097,3.256,4.409,84.83,98.06,8325.0,64.02,2,98.333,2
355,compressor,packaging,day,S2,preventive,77.87,2900.9,96.18,404.9,0.9153,3.202,5.416,85.28,95.22,19850.2,85.24,1,100.0,1
356,turbine,utilities,evening,S3,preventive,97.27,6080.3,314.77,391.74,0.9171,4.003,5.431,111.71,119.29,20127.0,54.75,1,98.573,3
357,turbine,assembly,night,S2,preventive,91.23,5122.8,280.03,410.13,0.8933,3.006,6.041,96.23,105.0,9066.1,58.14,0,98.167,2
358,turbine,assembly,evening,S2,preventive,69.3,4557.0,191.79,401.12,0.9325,2.377,5.646,84.18,99.55,14149.3,32.36,0,98.968,2
359,compressor,packaging,evening,S2,preventive,107.17,3745.3,215.46,397.01,0.9166,3.803,5.907,97.14,109.9,11436.6,72.15,1,98.541,3
360,pump,packaging,evening,S4,predictive,72.16,2015.2,54.79,376.83,0.9365,3.152,5.182,91.49,103.62,13302.7,64.59,0,99.126,2
361,pump,utilities,night,S1,reactive,67.94,2521.8,59.73,396.29,0.8777,2.316,5.298,77.26,88.69,7710.9,33.29,2,99.237,1
362,conveyor,assembly,day,S2,predictive,68.03,1080.0,59.19,368.05,0.8473,3.337,4.528,77.94,86.52,47702.6,32.45,2,99.139,2
363,conveyor,utilities,day,S3,predictive,54.81,865.6,41.94,390.37,0.9377,2.273,4.193,77.81,89.57,3257.2,52.96,1,99.424,1
364,turbine,cold_storage,night,S1,predictive,92.35,5733.8,260.31,395.96,0.8865,2.377,6.259,102.65,112.39,14768.1,42.53,0,99.938,1
365,conveyor,utilities,evening,S2,predictive,70.01,1091.3,52.36,400.41,0.9222,2.057,4.944,88.83,97.12,11950.9,26.52,0,99.023,1
366,conveyor,cold_storage,day,S2,preventive,110.85,1344.9,109.65,370.9,0.8393,3.235,5.323,98.83,113.39,13269.3,37.35,2,99.304,1
